db_id,query,question
climbing,"SELECT max(Points) FROM climber WHERE Country  =  ""United Kingdom""",What is the maximum point for climbers whose country is United Kingdom?
climbing,"SELECT max(Points) FROM climber WHERE Country  =  ""United Kingdom""",Return the maximum number of points for climbers from the United Kingdom.
climbing,SELECT COUNT(DISTINCT Country) FROM climber,How many distinct countries are the climbers from?
climbing,SELECT COUNT(DISTINCT Country) FROM climber,Count the number of different countries that climbers are from.
climbing,SELECT Name FROM mountain ORDER BY Name ASC,What are the names of mountains in ascending alphabetical order?
climbing,SELECT Name FROM mountain ORDER BY Name ASC,Give the names of mountains in alphabetical order.
climbing,SELECT Country FROM mountain WHERE Height  >  5000,What are the countries of mountains with height bigger than 5000?
climbing,SELECT Country FROM mountain WHERE Height  >  5000,Return the countries of the mountains that have a height larger than 5000.
climbing,SELECT Name FROM mountain ORDER BY Height DESC LIMIT 1,What is the name of the highest mountain?
climbing,SELECT Name FROM mountain ORDER BY Height DESC LIMIT 1,Return the name of the mountain with the greatest height.
climbing,SELECT DISTINCT Range FROM mountain ORDER BY Prominence DESC LIMIT 3,List the distinct ranges of the mountains with the top 3 prominence.
climbing,SELECT DISTINCT Range FROM mountain ORDER BY Prominence DESC LIMIT 3,What are the different ranges of the 3 mountains with the highest prominence?
climbing,"SELECT T1.Name ,  T2.Name FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID",Show names of climbers and the names of mountains they climb.
climbing,"SELECT T1.Name ,  T2.Name FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID",What are the names of climbers and the corresponding names of mountains that they climb?
climbing,"SELECT T1.Name ,  T2.Height FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID",Show the names of climbers and the heights of mountains they climb.
climbing,"SELECT T1.Name ,  T2.Height FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID",What are the names of climbers and the corresponding heights of the mountains that they climb?
climbing,SELECT T2.Height FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID ORDER BY T1.Points DESC LIMIT 1,Show the height of the mountain climbed by the climber with the maximum points.
climbing,SELECT T2.Height FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID ORDER BY T1.Points DESC LIMIT 1,What is the height of the mountain climbined by the climbing who had the most points?
climbing,"SELECT DISTINCT T2.Name FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID WHERE T1.Country  =  ""West Germany""","Show the distinct names of mountains climbed by climbers from country ""West Germany""."
climbing,"SELECT DISTINCT T2.Name FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID WHERE T1.Country  =  ""West Germany""",What are the different names of mountains ascended by climbers from the country of West Germany?
climbing,"SELECT T1.Time FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID WHERE T2.Country  =  ""Uganda""",Show the times used by climbers to climb mountains in Country Uganda.
climbing,"SELECT T1.Time FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID  =  T2.Mountain_ID WHERE T2.Country  =  ""Uganda""",What are the times used by climbers who climbed mountains in the country of Uganda?
climbing,"SELECT Country ,  COUNT(*) FROM climber GROUP BY Country",Please show the countries and the number of climbers from each country.
climbing,"SELECT Country ,  COUNT(*) FROM climber GROUP BY Country",How many climbers are from each country?
climbing,SELECT Country FROM mountain GROUP BY Country HAVING COUNT(*)  >  1,List the countries that have more than one mountain.
climbing,SELECT Country FROM mountain GROUP BY Country HAVING COUNT(*)  >  1,Which countries have more than one mountain?
climbing,SELECT Name FROM mountain WHERE Mountain_ID NOT IN (SELECT Mountain_ID FROM climber),List the names of mountains that do not have any climber.
climbing,SELECT Name FROM mountain WHERE Mountain_ID NOT IN (SELECT Mountain_ID FROM climber),What are the names of countains that no climber has climbed?
climbing,SELECT Country FROM mountain WHERE Height  >  5600 INTERSECT SELECT Country FROM mountain WHERE Height  <  5200,Show the countries that have mountains with height more than 5600 stories and mountains with height less than 5200.
climbing,SELECT Country FROM mountain WHERE Height  >  5600 INTERSECT SELECT Country FROM mountain WHERE Height  <  5200,What are the countries that have both mountains that are higher than 5600 and lower than 5200?
climbing,SELECT Range FROM mountain GROUP BY Range ORDER BY COUNT(*) DESC LIMIT 1,Show the range that has the most number of mountains.
climbing,SELECT Range FROM mountain GROUP BY Range ORDER BY COUNT(*) DESC LIMIT 1,Which range contains the most mountains?
climbing,SELECT Name FROM mountain WHERE Height  >  5000 OR Prominence  >  1000,Show the names of mountains with height more than 5000 or prominence more than 1000.
climbing,SELECT Name FROM mountain WHERE Height  >  5000 OR Prominence  >  1000,What are the names of mountains that have a height of over 5000 or a prominence of over 1000?
body_builder,SELECT count(*) FROM body_builder,How many body builders are there?
body_builder,SELECT Total FROM body_builder ORDER BY Total ASC,List the total scores of body builders in ascending order.
body_builder,"SELECT Snatch ,  Clean_Jerk FROM body_builder ORDER BY Snatch ASC",List the snatch score and clean jerk score of body builders in ascending order of snatch score.
body_builder,SELECT avg(Snatch) FROM body_builder,What is the average snatch score of body builders?
body_builder,SELECT Clean_Jerk FROM body_builder ORDER BY Total DESC LIMIT 1,What are the clean and jerk score of the body builder with the highest total score?
body_builder,SELECT Birth_Date FROM People ORDER BY Height ASC,What are the birthdays of people in ascending order of height?
body_builder,SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID,What are the names of body builders?
body_builder,SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Total  >  300,What are the names of body builders whose total score is higher than 300?
body_builder,SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Weight DESC LIMIT 1,What is the name of the body builder with the greatest body weight?
body_builder,"SELECT T2.Birth_Date ,  T2.Birth_Place FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Total DESC LIMIT 1",What are the birth date and birth place of the body builder with the highest total points?
body_builder,SELECT T2.Height FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Total  <  315,What are the heights of body builders with total score smaller than 315?
body_builder,SELECT avg(T1.Total) FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Height  >  200,What is the average total score of body builders with height bigger than 200?
body_builder,SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Total DESC,What are the names of body builders in descending order of total scores?
body_builder,"SELECT Birth_Place ,  COUNT(*) FROM people GROUP BY Birth_Place",List each birth place along with the number of people from there.
body_builder,SELECT Birth_Place FROM people GROUP BY Birth_Place ORDER BY COUNT(*) DESC LIMIT 1,What is the most common birth place of people?
body_builder,SELECT Birth_Place FROM people GROUP BY Birth_Place HAVING COUNT(*)  >=  2,What are the birth places that are shared by at least two people?
body_builder,"SELECT Height ,  Weight FROM people ORDER BY Height DESC",List the height and weight of people in descending order of height.
body_builder,SELECT * FROM body_builder,Show all information about each body builder.
body_builder,"SELECT Name ,  birth_place FROM people EXCEPT SELECT T1.Name ,  T1.birth_place FROM people AS T1 JOIN body_builder AS T2 ON T1.people_id  =  T2.people_id",List the names and origins of people who are not body builders.
body_builder,SELECT count(DISTINCT Birth_Place) FROM people,How many distinct birth places are there?
body_builder,SELECT count(*) FROM people WHERE people_id NOT IN (SELECT People_ID FROM body_builder),How many persons are not body builders?
body_builder,SELECT T2.weight FROM body_builder AS T1 JOIN people AS T2 ON T1.people_id  =  T2.people_id WHERE T1.snatch  >  140 OR T2.height  >  200;,List the weight of the body builders who have snatch score higher than 140 or have the height greater than 200.
body_builder,"SELECT T1.total FROM body_builder AS T1 JOIN people AS T2 ON T1.people_id  =  T2.people_id WHERE T2.Birth_Date LIKE ""%January%"";","What are the total scores of the body builders whose birthday contains the string ""January"" ?"
body_builder,SELECT min(snatch) FROM body_builder,What is the minimum snatch score?
election_representative,SELECT count(*) FROM election,How many elections are there?
election_representative,SELECT Votes FROM election ORDER BY Votes DESC,List the votes of elections in descending order.
election_representative,"SELECT Date ,  Vote_Percent FROM election",List the dates and vote percents of elections.
election_representative,"SELECT min(Vote_Percent) ,  max(Vote_Percent) FROM election",What are the minimum and maximum vote percents of elections?
election_representative,"SELECT Name ,  Party FROM representative",What are the names and parties of representatives?
election_representative,"SELECT Name FROM Representative WHERE Party != ""Republican""","What are the names of representatives whose party is not ""Republican""?"
election_representative,"SELECT Lifespan FROM representative WHERE State  =  ""New York"" OR State  =  ""Indiana""",What are the life spans of representatives from New York state or Indiana state?
election_representative,"SELECT T2.Name ,  T1.Date FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID  =  T2.Representative_ID",What are the names of representatives and the dates of elections they participated in.
election_representative,SELECT T2.Name FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID  =  T2.Representative_ID WHERE Votes  >  10000,What are the names of representatives with more than 10000 votes in election?
election_representative,SELECT T2.Name FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID  =  T2.Representative_ID ORDER BY votes DESC,What are the names of representatives in descending order of votes?
election_representative,SELECT T2.Party FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID  =  T2.Representative_ID ORDER BY votes ASC LIMIT 1,What is the party of the representative that has the smallest number of votes.
election_representative,SELECT T2.Lifespan FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID  =  T2.Representative_ID ORDER BY Vote_Percent DESC,What are the lifespans of representatives in descending order of vote percent?
election_representative,"SELECT avg(T1.Votes) FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID  =  T2.Representative_ID WHERE T2.Party  =  ""Republican""","What is the average number of votes of representatives from party ""Republican""?"
